IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
150.143.184.215,Data Breach,when details have illegally been viewed by an unauthorised party,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,8099,8028,0,0,0,0,10528.7,10436.4,0,0,Yes,Yes,No,Yes,Yes,No
86.17.231.226,Data Breach,when personal identifying information is released into public areas and to people who shouldnt have that information,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,493,352,3028,211,493,0,640.9,457.6,3936.4,274.3,640.9,Yes,Yes,Yes,Yes,Yes,No
77.100.161.165,Data Breach,"Where someone has hacked into a company or someone has inadvertently shared private details of people such as account numbers, identifying information or anything else that can be used for financial gain",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,2282,0,10016,40110,21364,2536,2966.6,0,13020.8,52143,27773.2,3296.8,Yes,Yes,Yes,Yes,Yes,No
81.104.146.235,Data Breach,information which is supposed to be securely held is lost or stolen and made available to people who should not have it.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Close to never,Rarely / Once in 50 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,5056,1324,1324,479,408,0,6572.8,1721.2,1721.2,622.7,530.4,Yes,No,Yes,No,Yes,Do not know
92.10.246.116,Data Breach,When a bad actor is able to access a company's data without consent.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,10000,10000,10000,0,10000,0,13000,13000,13000,0,13000,No,No,Yes,No,No,No
85.255.237.15,Data Breach,Where non-authorised person/persons gain access to personal data held on computer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,192,1038,20404,9066,5052,474,249.6,1349.4,26525.2,11785.8,6567.6,616.2,No,No,Yes,Yes,No,Do not know
104.28.30.105,Data Breach,"A data breach is the event in which private data has been stolen from a computer system, usually through the use of a backdoor, 0-day exploit or social engineering.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,10000,5000,0,3028,0,0,13000,6500,0,3936.4,Yes,Yes,Yes,No,No,Do not know
109.145.151.87,Data Breach,The release of personal data by a person or organisation that breaks the laws around the control of data.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,0,0,0,0,0,0,10055,19945,50000,20710,20601,25956,13071.5,25928.5,65000,26923,26781.3,33742.8,No,No,Yes,Yes,Yes,No
82.132.218.144,Data Breach,Loss of information unintentionally from a computer or phone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,984,5352,44775,1394,3521,0,1279.2,6957.6,58207.5,1812.2,4577.3,No,Yes,Yes,Yes,Yes,Do not know
109.154.163.14,Data Breach,That there is a loss of protection of data stored online that means persons not intended to see the data have means to access or distribute it,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Usually / Every year,0,0,0,0,0,0,0,4375,2656,11094,469,0,0,5687.5,3452.8,14422.2,609.7,0,No,Yes,Yes,Yes,Yes,No
31.94.28.179,Data Breach,Data illicitly obtained by an unsolicited third party,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9331,50000,50000,50000,50000,50000,12130.3,65000,65000,65000,65000,65000,No,Yes,Yes,Yes,Yes,No
5.64.121.137,Data Breach,A data breach can happen to an individual or a company wherein security had been breached to access personal information which can then be passed on and shared to unintended audiences.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,47,892,2653,4413,2089,610,61.1,1159.6,3448.9,5736.9,2715.7,793,No,No,No,Yes,No,No
86.170.1.223,Data Breach,Accessing personal or business records or email accounts,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,139,0,0,1515,0,0,180.7,0,0,1969.5,No,Yes,Yes,Yes,No,Do not know
151.227.233.56,Data Breach,When data that should be private and secure is gained by someone who should not see it.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,2254,10211,6056,15070,18521,845,2930.2,13274.3,7872.8,19591,24077.3,1098.5,No,No,Yes,Yes,No,No
51.194.11.36,Data Breach,Data breach is the unauthorised and unlawful disclosure of personal information or sensitive private information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,620,0,0,0,10056,197,806,0,0,0,13072.8,256.1,No,No,No,Yes,No,No
90.207.209.245,Data Breach,a data breach is when data which should be held securely is made available to others.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,5000,20000,20000,10000,20000,0,6500,26000,26000,13000,26000,Yes,No,Yes,Yes,Yes,No
171.33.195.10,Data Breach,The personal data an organisation holds is accidentally disclosed.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,1056,2042,2113,0,0,0,1372.8,2654.6,2746.9,0,0,No,No,Yes,Yes,No,No
51.194.3.224,Data Breach,This is when private data is hacked or made public online.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,1878,3779,37160,892,6103,0,2441.4,4912.7,48308,1159.6,7933.9,Yes,Yes,Yes,No,Yes,No
82.11.32.66,Data Breach,when your data is stolen or hijaked by malware or viruses which is put into the computer maliciously without the user's knowledge.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,8803,9437,9085,10000,10352,9789,11443.9,12268.1,11810.5,13000,13457.6,12725.7,Yes,Yes,Yes,Yes,Yes,No
90.205.145.96,Data Breach,When personal information is accessed by a third party who shouldn't otherwise have had access to that information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,2099,6324,5056,2239,1676,0,2728.7,8221.2,6572.8,2910.7,2178.8,Yes,No,No,No,No,No
92.234.178.55,Data Breach,personal or business data is made public or used against the business,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Usually / Every year,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,704,5000,5352,2606,11761,8662,915.2,6500,6957.6,3387.8,15289.3,11260.6,Yes,No,No,Yes,Yes,No
92.40.185.98,Data Breach,Someone gaining access to your information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Usually / Every year,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,7666,10053,50000,12573,47321,11645,9965.8,13068.9,65000,16344.9,61517.3,15138.5,No,Yes,Yes,Yes,Yes,No
88.107.52.163,Data Breach,"Leak of personally identifying information, usually through malicious targeting of phishing emails, but also can occur through user error.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,3085,5408,5338,24775,7732,10479,4010.5,7030.4,6939.4,32207.5,10051.6,13622.7,Yes,No,Yes,Yes,No,"Yes (if yes, please specify all the policies under which you have the coverage)"
86.146.184.207,Data Breach,Is when information is stolen such as mailing lists/addresses of customers/members of staff.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,10117,10047,0,0,0,0,13152.1,13061.1,0,0,Yes,No,Yes,No,Yes,No
109.148.198.194,Data Breach,"A business, company or government department has either been hacked or hasn't properly secured account details, resulting in an unauthorised third party gaining access to customer or employee data.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,4296,23732,16690,8592,0,0,5584.8,30851.6,21697,11169.6,0,No,No,Yes,No,No,No
80.43.104.132,Data Breach,Information is stolen without the authorization of the owner,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Close to never,0,0,0,0,0,0,1690,20070,20282,30211,1690,15423,2197,26091,26366.6,39274.3,2197,20049.9,Yes,No,No,No,No,No
86.154.83.45,Data Breach,"A ""data breach"" is when the security of a company or organization is compromised, and private information, like names, passwords, or credit card details, get stolen by hackers.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,0,1465,10197,10056,1958,0,0,1904.5,13256.1,13072.8,2545.4,0,No,No,No,Yes,No,No
78.149.27.33,Data Breach,It is when data that should have been protected is not. This data could have been stolen.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Usually / Every year,Rarely / Once in 50 years,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,0,0,20070,5070,0,4859,0,0,26091,6591,0,6316.7,No,No,Yes,No,No,No
90.212.58.198,Data Breach,Secure information which is illegally accessed and shared in public.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,5000,5000,10000,5000,5000,0,6500,6500,13000,6500,6500,Yes,Yes,Yes,Yes,No,No
31.94.1.150,Data Breach,"Data stored on a website should only be accessible to the people or processes that need that access. (Most people assume that this is true of all websites, which is why the internet keeps going from day to day.) If an outsider forces access to sensitive data, this can have far-reaching negative consequences for the website owner, and for all those affected by the stealing of that data.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,10000,7113,7324,0,7394,0,13000,9246.9,9521.2,0,9612.2,Yes,No,Yes,Yes,No,No
